dataset,subject_id,recording_id,provider_url,http_status,provider_content_length,local_bytes,edf_declared_bytes,byte_delta,checksum_status,header_valid,body_valid,terminal_status,failure_code
sleep_edf_sc,SC_01,SC4011E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4011E0-PSG.edf,EXISTING_VALID,51110528,51110528,51110528,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_05,SC4051E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4051E0-PSG.edf,EXISTING_VALID,49651328,49651328,49651328,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_09,SC4091E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4091E0-PSG.edf,200,49833728,49833728,49833728,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_13,SC4131E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4131E0-PSG.edf,200,51329408,51329408,51329408,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_17,SC4172E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4172E0-PSG.edf,200,49687808,49687808,49687808,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_21,SC4212E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4212E0-PSG.edf,200,49140608,49140608,49140608,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_25,SC4252E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4252E0-PSG.edf,200,48629888,48629888,48629888,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_29,SC4292G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4292G0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_33,SC4332F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,200,50344448,50344448,50344448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_38,SC4381F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4381F0-PSG.edf,200,50162048,50162048,50162048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_43,SC4431E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4431E0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_47,SC4471F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4471F0-PSG.edf,200,49979648,49979648,49979648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_51,SC4511E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4511E0-PSG.edf,200,49468928,49468928,49468928,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_55,SC4552F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4552F0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_59,SC4592G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4592G0-PSG.edf,200,37211648,37211648,37211648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_63,SC4632E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4632E0-PSG.edf,200,51949568,51949568,51949568,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_67,SC4672G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,200,47061248,47061248,47061248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_73,SC4732E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4732E0-PSG.edf,200,45966848,45966848,45966848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_77,SC4772G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4772G0-PSG.edf,200,40896128,40896128,40896128,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I002,I002,https://data.nemar.org/nm000111/v1.0.1/sub-I002/eeg/sub-I002_task-sleep_eeg.edf,EXISTING_VALID,58458112,58458112,157619120,-99161008,MATCH,PASS,FAIL,EXCLUDED_PROVIDER_INTEGRITY,EDF_DECLARED_BYTE_MISMATCH
isruc_s1,I010,I010,https://data.nemar.org/nm000111/v1.0.1/sub-I010/eeg/sub-I010_task-sleep_eeg.edf,200,137672120,137672120,137672120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I018,I018,https://data.nemar.org/nm000111/v1.0.1/sub-I018/eeg/sub-I018_task-sleep_eeg.edf,200,163341620,163341620,163341620,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I026,I026,https://data.nemar.org/nm000111/v1.0.1/sub-I026/eeg/sub-I026_task-sleep_eeg.edf,200,173642120,173642120,173642120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I034,I034,https://data.nemar.org/nm000111/v1.0.1/sub-I034/eeg/sub-I034_task-sleep_eeg.edf,200,141107120,141107120,141107120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I042,I042,https://data.nemar.org/nm000111/v1.0.1/sub-I042/eeg/sub-I042_task-sleep_eeg.edf,200,132767376,132767376,132767376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I050,I050,https://data.nemar.org/nm000111/v1.0.1/sub-I050/eeg/sub-I050_task-sleep_eeg.edf,200,158832876,158832876,158832876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I058,I058,https://data.nemar.org/nm000111/v1.0.1/sub-I058/eeg/sub-I058_task-sleep_eeg.edf,200,157782876,157782876,157782876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I066,I066,https://data.nemar.org/nm000111/v1.0.1/sub-I066/eeg/sub-I066_task-sleep_eeg.edf,200,138162876,138162876,138162876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I074,I074,https://data.nemar.org/nm000111/v1.0.1/sub-I074/eeg/sub-I074_task-sleep_eeg.edf,200,146664876,146664876,146664876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I082,I082,https://data.nemar.org/nm000111/v1.0.1/sub-I082/eeg/sub-I082_task-sleep_eeg.edf,200,144212376,144212376,144212376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I090,I090,https://data.nemar.org/nm000111/v1.0.1/sub-I090/eeg/sub-I090_task-sleep_eeg.edf,200,152550876,152550876,152550876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I098,I098,https://data.nemar.org/nm000111/v1.0.1/sub-I098/eeg/sub-I098_task-sleep_eeg.edf,200,157779876,157779876,157779876,0,MATCH,PASS,PASS,ACQUIRED,
