experiment_id,metric,contrast_name,probability_variant,point_delta,ci95_low,ci95_high,orientation,bootstrap_replicates
D1_SLEEPEDF_TO_ISRUC,macro-F1,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,-0.08561816773533681,-0.10506883443015265,-0.0659008371797844,higher_is_better,2000
D1_SLEEPEDF_TO_ISRUC,NLL,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.05977491305842899,0.044991909471376886,0.07677417221889563,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,AURC,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.004628951962841377,0.00330367333876195,0.006003828653323659,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,gap_0.1,KNOWN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.0010510118158174873,0.00029127022516930274,0.002224315350985879,zero_is_ideal_signed_gap,2000
D1_SLEEPEDF_TO_ISRUC,macro-F1,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,-0.2775849663089914,-0.32397082787229803,-0.21601306866311146,higher_is_better,2000
D1_SLEEPEDF_TO_ISRUC,NLL,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.4609557655706872,0.32750792691203157,0.6150424014889694,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,AURC,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.08707569026056151,0.050126250552431306,0.1359137726376464,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,gap_0.1,KNOWN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.0061936333207942285,0.003490762424182165,0.008934217179611454,zero_is_ideal_signed_gap,2000
D1_SLEEPEDF_TO_ISRUC,macro-F1,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,-0.08838543858453476,-0.10113912645774474,-0.07552855940447468,higher_is_better,2000
D1_SLEEPEDF_TO_ISRUC,NLL,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.0230860822816788,-0.02501068672321357,0.0644791900586603,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,AURC,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.0688307519029626,0.057333149757074556,0.07962405004311658,lower_is_better,2000
D1_SLEEPEDF_TO_ISRUC,gap_0.1,UNSEEN_EEG_ONLY_MINUS_FULL,UNCALIBRATED,0.0012719397483156208,-0.0007947659630211157,0.003331766395128,zero_is_ideal_signed_gap,2000
D1_SLEEPEDF_TO_ISRUC,macro-F1,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,-0.3054338446873063,-0.32434889708058057,-0.2857749528375909,higher_is_better,2000
D1_SLEEPEDF_TO_ISRUC,NLL,UNSEEN_EOG_ONLY_MINUS_FULL,UNCALIBRATED,0.6325327215503092,0.5574627299373001,0.7070572144296564,lower_is_better,2000
