dataset,subject_id,recording_id,provider_url,http_status,provider_content_length,local_bytes,edf_declared_bytes,byte_delta,checksum_status,header_valid,body_valid,terminal_status,failure_code
sleep_edf_sc,SC_03,SC4032E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4032E0-PSG.edf,EXISTING_VALID,49833728,49833728,49833728,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_07,SC4072E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4072E0-PSG.edf,206,14875264,50526848,50526848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_11,SC4112E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4112E0-PSG.edf,200,50709248,50709248,50709248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_16,SC4161E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,200,47900288,47900288,47900288,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_20,SC4201E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4201E0-PSG.edf,200,51147008,51147008,51147008,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_24,SC4241E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4241E0-PSG.edf,200,49286528,49286528,49286528,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_28,SC4281G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4281G0-PSG.edf,200,50855168,50855168,50855168,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_32,SC4321E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,200,49067648,49067648,49067648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_36,SC4362F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4362F0-PSG.edf,200,41333888,41333888,41333888,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_41,SC4412E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4412E0-PSG.edf,200,52131968,52131968,52131968,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_45,SC4452F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4452F0-PSG.edf,200,48702848,48702848,48702848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_49,SC4492G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4492G0-PSG.edf,200,38962688,38962688,38962688,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_54,SC4541F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4541F0-PSG.edf,200,49979648,49979648,49979648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_58,SC4581G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4581G0-PSG.edf,200,49943168,49943168,49943168,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_62,SC4621E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4621E0-PSG.edf,200,47644928,47644928,47644928,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_66,SC4661E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,200,49979648,49979648,49979648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_72,SC4721E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4721E0-PSG.edf,200,42720128,42720128,42720128,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_76,SC4761E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4761E0-PSG.edf,200,47973248,47973248,47973248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_82,SC4821G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4821G0-PSG.edf,200,49651328,49651328,49651328,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I007,I007,https://data.nemar.org/nm000111/v1.0.1/sub-I007/eeg/sub-I007_task-sleep_eeg.edf,200,152550620,152550620,152550620,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I015,I015,https://data.nemar.org/nm000111/v1.0.1/sub-I015/eeg/sub-I015_task-sleep_eeg.edf,200,128516120,128516120,128516120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I023,I023,https://data.nemar.org/nm000111/v1.0.1/sub-I023/eeg/sub-I023_task-sleep_eeg.edf,200,144509120,144509120,144509120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I031,I031,https://data.nemar.org/nm000111/v1.0.1/sub-I031/eeg/sub-I031_task-sleep_eeg.edf,200,142079120,142079120,142079120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I039,I039,https://data.nemar.org/nm000111/v1.0.1/sub-I039/eeg/sub-I039_task-sleep_eeg.edf,200,156605120,156605120,156605120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I047,I047,https://data.nemar.org/nm000111/v1.0.1/sub-I047/eeg/sub-I047_task-sleep_eeg.edf,200,137018376,137018376,137018376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I055,I055,https://data.nemar.org/nm000111/v1.0.1/sub-I055/eeg/sub-I055_task-sleep_eeg.edf,200,143721876,143721876,143721876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I063,I063,https://data.nemar.org/nm000111/v1.0.1/sub-I063/eeg/sub-I063_task-sleep_eeg.edf,200,155984376,155984376,155984376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I071,I071,https://data.nemar.org/nm000111/v1.0.1/sub-I071/eeg/sub-I071_task-sleep_eeg.edf,200,135546876,135546876,135546876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I079,I079,https://data.nemar.org/nm000111/v1.0.1/sub-I079/eeg/sub-I079_task-sleep_eeg.edf,200,154445376,154445376,154445376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I087,I087,https://data.nemar.org/nm000111/v1.0.1/sub-I087/eeg/sub-I087_task-sleep_eeg.edf,200,151406376,151406376,151406376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I095,I095,https://data.nemar.org/nm000111/v1.0.1/sub-I095/eeg/sub-I095_task-sleep_eeg.edf,200,151812876,151812876,151812876,0,MATCH,PASS,PASS,ACQUIRED,
