dataset,subject_id,recording_id,provider_url,http_status,provider_content_length,local_bytes,edf_declared_bytes,byte_delta,checksum_status,header_valid,body_valid,terminal_status,failure_code
sleep_edf_sc,SC_02,SC4022E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4022E0-PSG.edf,EXISTING_VALID,50271488,50271488,50271488,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_06,SC4062E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4062E0-PSG.edf,EXISTING_VALID,51621248,51621248,51621248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_10,SC4102E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4102E0-PSG.edf,200,52131968,52131968,52131968,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_15,SC4151E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4151E0-PSG.edf,200,47790848,47790848,47790848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_19,SC4191E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,200,50599808,50599808,50599808,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_23,SC4231E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4231E0-PSG.edf,200,50089088,50089088,50089088,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_27,SC4271F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4271F0-PSG.edf,200,44507648,44507648,44507648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_31,SC4311E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,200,48702848,48702848,48702848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_35,SC4351F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,200,49432448,49432448,49432448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_40,SC4402E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4402E0-PSG.edf,200,50891648,50891648,50891648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_44,SC4442E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4442E0-PSG.edf,200,50672768,50672768,50672768,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_48,SC4482F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4482F0-PSG.edf,200,52533248,52533248,52533248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_53,SC4531E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4531E0-PSG.edf,200,47462528,47462528,47462528,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_57,SC4571F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4571F0-PSG.edf,200,51986048,51986048,51986048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_61,SC4611E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4611E0-PSG.edf,200,48338048,48338048,48338048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_65,SC4651E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,200,52168448,52168448,52168448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_71,SC4711E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,200,49797248,49797248,49797248,0,MATCH,PASS,PASS,ACQUIRED,
