dataset,subject_id,recording_id,provider_url,http_status,provider_content_length,local_bytes,edf_declared_bytes,byte_delta,checksum_status,header_valid,body_valid,terminal_status,failure_code
sleep_edf_sc,SC_03,SC4031E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4031E0-PSG.edf,EXISTING_VALID,51438848,51438848,51438848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_07,SC4071E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4071E0-PSG.edf,206,15604864,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_11,SC4111E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4111E0-PSG.edf,200,48192128,48192128,48192128,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_15,SC4152E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4152E0-PSG.edf,200,52241408,52241408,52241408,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_19,SC4192E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4192E0-PSG.edf,200,47608448,47608448,47608448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_23,SC4232E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4232E0-PSG.edf,200,48155648,48155648,48155648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_27,SC4272F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4272F0-PSG.edf,200,52350848,52350848,52350848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_31,SC4312E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,200,49250048,49250048,49250048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_35,SC4352F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4352F0-PSG.edf,200,46185728,46185728,46185728,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_41,SC4411E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4411E0-PSG.edf,200,49760768,49760768,49760768,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_45,SC4451F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4451F0-PSG.edf,200,50891648,50891648,50891648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_49,SC4491G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4491G0-PSG.edf,200,51074048,51074048,51074048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_53,SC4532E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4532E0-PSG.edf,200,50052608,50052608,50052608,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_57,SC4572F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4572F0-PSG.edf,200,52533248,52533248,52533248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_61,SC4612E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4612E0-PSG.edf,200,49797248,49797248,49797248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_65,SC4652E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,200,51803648,51803648,51803648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_71,SC4712E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4712E0-PSG.edf,200,51438848,51438848,51438848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_75,SC4752E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4752E0-PSG.edf,200,45054848,45054848,45054848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_81,SC4812G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4812G0-PSG.edf,200,44069888,44069888,44069888,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I006,I006,https://data.nemar.org/nm000111/v1.0.1/sub-I006/eeg/sub-I006_task-sleep_eeg.edf,200,146664620,146664620,146664620,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I014,I014,https://data.nemar.org/nm000111/v1.0.1/sub-I014/eeg/sub-I014_task-sleep_eeg.edf,200,146777120,146777120,146777120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I022,I022,https://data.nemar.org/nm000111/v1.0.1/sub-I022/eeg/sub-I022_task-sleep_eeg.edf,200,138816620,138816620,138816620,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I030,I030,https://data.nemar.org/nm000111/v1.0.1/sub-I030/eeg/sub-I030_task-sleep_eeg.edf,200,142889120,142889120,142889120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I038,I038,https://data.nemar.org/nm000111/v1.0.1/sub-I038/eeg/sub-I038_task-sleep_eeg.edf,200,150989120,150989120,150989120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I046,I046,https://data.nemar.org/nm000111/v1.0.1/sub-I046/eeg/sub-I046_task-sleep_eeg.edf,200,141105876,141105876,141105876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I054,I054,https://data.nemar.org/nm000111/v1.0.1/sub-I054/eeg/sub-I054_task-sleep_eeg.edf,200,133094376,133094376,133094376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I062,I062,https://data.nemar.org/nm000111/v1.0.1/sub-I062/eeg/sub-I062_task-sleep_eeg.edf,200,141269376,141269376,141269376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I070,I070,https://data.nemar.org/nm000111/v1.0.1/sub-I070/eeg/sub-I070_task-sleep_eeg.edf,200,146010876,146010876,146010876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I078,I078,https://data.nemar.org/nm000111/v1.0.1/sub-I078/eeg/sub-I078_task-sleep_eeg.edf,200,146174376,146174376,146174376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I086,I086,https://data.nemar.org/nm000111/v1.0.1/sub-I086/eeg/sub-I086_task-sleep_eeg.edf,200,157619376,157619376,157619376,0,MATCH,PASS,PASS,ACQUIRED,
