dataset,subject_id,recording_id,provider_url,http_status,provider_content_length,local_bytes,edf_declared_bytes,byte_delta,checksum_status,header_valid,body_valid,terminal_status,failure_code
sleep_edf_sc,SC_00,SC4002E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4002E0-PSG.edf,EXISTING_VALID,51621248,51621248,51621248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_04,SC4042E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4042E0-PSG.edf,EXISTING_VALID,50928128,50928128,50928128,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_08,SC4082E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4082E0-PSG.edf,206,34414720,48046208,48046208,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_12,SC4122E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4122E0-PSG.edf,200,47535488,47535488,47535488,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_17,SC4171E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4171E0-PSG.edf,200,50016128,50016128,50016128,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_21,SC4211E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4211E0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_25,SC4251E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4251E0-PSG.edf,200,50344448,50344448,50344448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_29,SC4291G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4291G0-PSG.edf,200,50271488,50271488,50271488,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_33,SC4331F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_37,SC4372F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4372F0-PSG.edf,200,51803648,51803648,51803648,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_42,SC4422E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4422E0-PSG.edf,200,48921728,48921728,48921728,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_46,SC4462F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4462F0-PSG.edf,200,52095488,52095488,52095488,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_50,SC4502E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4502E0-PSG.edf,200,50526848,50526848,50526848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_55,SC4551F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4551F0-PSG.edf,200,50563328,50563328,50563328,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_59,SC4591G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4591G0-PSG.edf,200,51438848,51438848,51438848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_63,SC4631E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4631E0-PSG.edf,200,50307968,50307968,50307968,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_67,SC4671G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,200,50709248,50709248,50709248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_73,SC4731E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4731E0-PSG.edf,200,50709248,50709248,50709248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_77,SC4771G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4771G0-PSG.edf,200,50271488,50271488,50271488,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I001,I001,https://data.nemar.org/nm000111/v1.0.1/sub-I001/eeg/sub-I001_task-sleep_eeg.edf,EXISTING_VALID,91778304,91778304,143885120,-52106816,MATCH,PASS,FAIL,EXCLUDED_PROVIDER_INTEGRITY,EDF_DECLARED_BYTE_MISMATCH
isruc_s1,I009,I009,https://data.nemar.org/nm000111/v1.0.1/sub-I009/eeg/sub-I009_task-sleep_eeg.edf,200,158436620,158436620,158436620,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I017,I017,https://data.nemar.org/nm000111/v1.0.1/sub-I017/eeg/sub-I017_task-sleep_eeg.edf,200,137867120,137867120,137867120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I025,I025,https://data.nemar.org/nm000111/v1.0.1/sub-I025/eeg/sub-I025_task-sleep_eeg.edf,200,149207120,149207120,149207120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I033,I033,https://data.nemar.org/nm000111/v1.0.1/sub-I033/eeg/sub-I033_task-sleep_eeg.edf,200,149045120,149045120,149045120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I041,I041,https://data.nemar.org/nm000111/v1.0.1/sub-I041/eeg/sub-I041_task-sleep_eeg.edf,200,159254376,159254376,159254376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I049,I049,https://data.nemar.org/nm000111/v1.0.1/sub-I049/eeg/sub-I049_task-sleep_eeg.edf,200,129660876,129660876,129660876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I057,I057,https://data.nemar.org/nm000111/v1.0.1/sub-I057/eeg/sub-I057_task-sleep_eeg.edf,200,164649876,164649876,164649876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I065,I065,https://data.nemar.org/nm000111/v1.0.1/sub-I065/eeg/sub-I065_task-sleep_eeg.edf,200,165794376,165794376,165794376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I073,I073,https://data.nemar.org/nm000111/v1.0.1/sub-I073/eeg/sub-I073_task-sleep_eeg.edf,200,174978876,174978876,174978876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I081,I081,https://data.nemar.org/nm000111/v1.0.1/sub-I081/eeg/sub-I081_task-sleep_eeg.edf,200,159885876,159885876,159885876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I089,I089,https://data.nemar.org/nm000111/v1.0.1/sub-I089/eeg/sub-I089_task-sleep_eeg.edf,200,181823376,181823376,181823376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I097,I097,https://data.nemar.org/nm000111/v1.0.1/sub-I097/eeg/sub-I097_task-sleep_eeg.edf,200,149117376,149117376,149117376,0,MATCH,PASS,PASS,ACQUIRED,
