subject_id,signal,min,max,median,mad,iqr,finite_count,total_count,flat_proportion
I001,eeg,-37.262794494628906,35.265480041503906,0.17394372820854187,1.8987183570861816,3.9510436356067657,2640000,2640000,0.000685076843796417
I001,eog,-25.799243927001953,26.916751861572266,-0.0049626752734184265,0.7251058220863342,1.4502875208854675,1320000,1320000,0.0
I002,eeg,-28.173362731933594,30.374141693115234,-0.00871800072491169,0.7414640188217163,1.482892170548439,2892000,2892000,0.0
I002,eog,-31.89073371887207,32.57248306274414,-0.014701379463076591,0.7185256481170654,1.4392595142126083,1446000,1446000,0.00015847356052029154
I003,eeg,-27.15715789794922,26.514034271240234,-0.000768195022828877,0.739365816116333,1.478624552488327,2829000,2829000,0.0
I003,eog,-28.316816329956055,27.617748260498047,0.0003344978322274983,0.8280418515205383,1.6560752242803574,1414500,1414500,7.074352148516119e-07
I004,eeg,-33.117759704589844,33.98355484008789,-0.002143796533346176,1.0720200538635254,2.1442989110946655,2889000,2889000,9.348910696088727e-06
I004,eog,-34.2454948425293,33.05372619628906,0.011264507658779621,0.8935825824737549,1.7874876260757446,1444500,1444500,0.0
I005,eeg,-29.693307876586914,31.272491455078125,0.004205761477351189,0.7501163482666016,1.500241070985794,2625000,2625000,0.0
I005,eog,-30.342710494995117,29.90076446533203,0.017600515857338905,0.8591830730438232,1.7185067385435104,1312500,1312500,2.2872391117888117e-06
I006,eeg,-31.950654983520508,32.5223388671875,-0.018180493265390396,0.7428300380706787,1.4863080531358719,2691000,2691000,0.0005352954886857492
I006,eog,-34.65102767944336,32.32648849487305,0.023846358060836792,1.2035071849822998,2.4093761444091797,1345500,1345500,0.00021344590187586968
I007,eeg,-35.600860595703125,32.68477249145508,-0.0026935781352221966,0.6177352666854858,1.2355173528194427,2799000,2799000,8.648827922991122e-05
I007,eog,-31.674617767333984,31.052284240722656,0.006290791556239128,0.6462926864624023,1.2928049266338348,1399500,1399500,2.8600703434300967e-06
I008,eeg,-27.039968490600586,29.911026000976562,0.000501922913827002,0.7585283517837524,1.5170846432447433,2712000,2712000,0.0
I008,eog,-31.63427734375,30.989416122436523,0.025312423706054688,0.6535137891769409,1.3077959269285202,1356000,1356000,1.771092232579832e-05
I009,eeg,-28.915184020996094,27.274524688720703,0.0020638289861381054,0.8643221259117126,1.7285521030426025,2907000,2907000,0.0
I009,eog,-28.832042694091797,28.19991683959961,0.0026073274202644825,0.9354895353317261,1.8710729479789734,1453500,1453500,6.884534650207121e-07
I010,eeg,-34.49393081665039,32.30430221557617,0.0013892726274207234,0.9373819231987,1.8748030364513397,2526000,2526000,0.00018216681886836387
I010,eog,-32.302024841308594,33.13999557495117,0.006147351115942001,0.9950319528579712,1.9901065528392792,1263000,1263000,3.486092866344784e-05
I012,eeg,-31.916976928710938,34.582984924316406,-0.009361391887068748,0.7456957101821899,1.4914161413908005,2550000,2550000,5.2566541788439285e-05
I012,eog,-28.619043350219727,31.352968215942383,-0.00411225575953722,0.6277196407318115,1.2554556280374527,1275000,1275000,1.6481575952595848e-05
I015,eeg,-35.32040786743164,35.56592559814453,0.000896271551027894,0.7211763858795166,1.4423491805791855,2358000,2358000,0.00017732798125244463
I015,eog,-36.17720031738281,32.11982345581055,-0.0028254231438040733,0.4751698970794678,0.9503759667277336,1179000,1179000,8.742045163272547e-05
I016,eeg,-33.50194549560547,34.692081451416016,0.0026309909299016,1.0092103481292725,2.018641948699951,2649000,2649000,0.00023828252301541058
I016,eog,-32.1876335144043,33.81303405761719,0.007714796345680952,0.8157050013542175,1.6315180361270905,1324500,1324500,0.00013599100041779456
I018,eeg,-26.527225494384766,27.665630340576172,0.007497287355363369,0.6884390115737915,1.3768758475780487,2997000,2997000,0.0007603468757186663
I018,eog,-27.06358528137207,28.06130599975586,0.003949583042412996,0.46673882007598877,0.9334899410605431,1498500,1498500,0.0009028374605425973
I022,eeg,-34.37229537963867,33.522640228271484,0.00547800911590457,0.8360083699226379,1.672057181596756,2547000,2547000,0.0007030219338915877
I022,eog,-31.527332305908203,32.53402328491211,0.008109789341688156,1.155731439590454,2.311943531036377,1273500,1273500,0.0002097982871973542
I024,eeg,-34.24641799926758,34.76182174682617,0.0011033382033929229,1.2521861791610718,2.504419684410095,2490000,2490000,6.950107867281061e-05
I024,eog,-30.084842681884766,31.27744483947754,0.021894965320825577,1.1367850303649902,2.27364319562912,1245000,1245000,2.4112460515845905e-05
I026,eeg,-31.18010711669922,30.442798614501953,0.00407935306429863,0.5267671346664429,1.0535451918840408,3186000,3186000,7.2214906538212045e-06
I026,eog,-30.693458557128906,29.09215545654297,0.00519179180264473,0.45155465602874756,0.9031750932335854,1593000,1593000,5.590669988404071e-05
