dataset,subject_id,recording_id,provider_url,http_status,provider_content_length,local_bytes,edf_declared_bytes,byte_delta,checksum_status,header_valid,body_valid,terminal_status,failure_code
sleep_edf_sc,SC_00,SC4001E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4001E0-PSG.edf,EXISTING_VALID,48338048,48338048,48338048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_04,SC4041E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4041E0-PSG.edf,EXISTING_VALID,46878848,46878848,46878848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_08,SC4081E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4081E0-PSG.edf,206,11155200,51001088,51001088,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_12,SC4121E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4121E0-PSG.edf,200,50818688,50818688,50818688,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_16,SC4162E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4162E0-PSG.edf,200,50198528,50198528,50198528,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_20,SC4202E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4202E0-PSG.edf,200,48702848,48702848,48702848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_24,SC4242E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4242E0-PSG.edf,200,49432448,49432448,49432448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_28,SC4282G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4282G0-PSG.edf,200,51329408,51329408,51329408,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_32,SC4322E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,200,47717888,47717888,47717888,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_37,SC4371F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4371F0-PSG.edf,200,51986048,51986048,51986048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_42,SC4421E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4421E0-PSG.edf,200,50417408,50417408,50417408,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_46,SC4461F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4461F0-PSG.edf,200,49177088,49177088,49177088,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_50,SC4501E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4501E0-PSG.edf,200,50162048,50162048,50162048,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_54,SC4542F0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4542F0-PSG.edf,200,48885248,48885248,48885248,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_58,SC4582G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4582G0-PSG.edf,200,48046208,48046208,48046208,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_62,SC4622E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4622E0-PSG.edf,200,52095488,52095488,52095488,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_66,SC4662E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,200,51438848,51438848,51438848,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_72,SC4722E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4722E0-PSG.edf,200,50089088,50089088,50089088,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_76,SC4762E0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4762E0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
sleep_edf_sc,SC_82,SC4822G0,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4822G0-PSG.edf,200,51256448,51256448,51256448,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I008,I008,https://data.nemar.org/nm000111/v1.0.1/sub-I008/eeg/sub-I008_task-sleep_eeg.edf,200,120689632,120689632,120689632,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I016,I016,https://data.nemar.org/nm000111/v1.0.1/sub-I016/eeg/sub-I016_task-sleep_eeg.edf,200,144375620,144375620,144375620,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I024,I024,https://data.nemar.org/nm000111/v1.0.1/sub-I024/eeg/sub-I024_task-sleep_eeg.edf,200,135710120,135710120,135710120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I032,I032,https://data.nemar.org/nm000111/v1.0.1/sub-I032/eeg/sub-I032_task-sleep_eeg.edf,200,163625120,163625120,163625120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I040,I040,https://data.nemar.org/nm000111/v1.0.1/sub-I040/eeg/sub-I040_task-sleep_eeg.edf,200,164068132,164068132,164068132,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I048,I048,https://data.nemar.org/nm000111/v1.0.1/sub-I048/eeg/sub-I048_task-sleep_eeg.edf,200,160398876,160398876,160398876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I056,I056,https://data.nemar.org/nm000111/v1.0.1/sub-I056/eeg/sub-I056_task-sleep_eeg.edf,200,155594120,155594120,155594120,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I064,I064,https://data.nemar.org/nm000111/v1.0.1/sub-I064/eeg/sub-I064_task-sleep_eeg.edf,200,145847376,145847376,145847376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I072,I072,https://data.nemar.org/nm000111/v1.0.1/sub-I072/eeg/sub-I072_task-sleep_eeg.edf,200,142577376,142577376,142577376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I080,I080,https://data.nemar.org/nm000111/v1.0.1/sub-I080/eeg/sub-I080_task-sleep_eeg.edf,200,145356876,145356876,145356876,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I088,I088,https://data.nemar.org/nm000111/v1.0.1/sub-I088/eeg/sub-I088_task-sleep_eeg.edf,200,163832376,163832376,163832376,0,MATCH,PASS,PASS,ACQUIRED,
isruc_s1,I096,I096,https://data.nemar.org/nm000111/v1.0.1/sub-I096/eeg/sub-I096_task-sleep_eeg.edf,200,140288376,140288376,140288376,0,MATCH,PASS,PASS,ACQUIRED,
